"","Participant_ID","Participant_Age","Participant_Sex","Item_Category","Item_Name","Trial_Order","Emotion_Condition","Subjective_Arousal","Subjective_Valence","Autobiographical_Link","Recall"
"461","10S",18.8692676249144,"Female","Faces","Faces_366_h",29,"Negative",88.28125,-72.3958333333333,12.7604166666667,FALSE
"462","10S",18.8692676249144,"Female","Faces","Faces_371_v",30,"Negative",67.4479166666667,-60.9375,22.3958333333333,TRUE
"463","10S",18.8692676249144,"Female","Faces","Faces_045_h",31,"Neutral",57.5520833333333,56.25,91.40625,FALSE
"464","10S",18.8692676249144,"Female","People","People_211_v",32,"Negative",86.71875,-79.6875,11.9791666666667,TRUE
"465","10S",18.8692676249144,"Female","People","People_208_h",33,"Negative",85.4166666666667,-78.6458333333333,67.4479166666667,FALSE
"466","10S",18.8692676249144,"Female","Faces","Faces_064_h",34,"Neutral",30.46875,38.5416666666667,77.8645833333333,TRUE
"467","10S",18.8692676249144,"Female","Faces","Faces_172_h",35,"Negative",86.1979166666667,-70.3125,75.78125,FALSE
"468","10S",18.8692676249144,"Female","People","People_226_h",36,"Negative",80.46875,-98.9583333333333,75.78125,TRUE
"469","10S",18.8692676249144,"Female","Faces","Faces_057_h",37,"Neutral",26.5625,19.2708333333333,77.6041666666667,TRUE
"470","10S",18.8692676249144,"Female","Faces","Faces_367_h",38,"Negative",100,-100,79.1666666666667,TRUE
"471","10S",18.8692676249144,"Female","Faces","Faces_016_h",39,"Negative",62.7604166666667,-15.625,21.6145833333333,FALSE
"472","10S",18.8692676249144,"Female","People","People_201_v",40,"Negative",78.3854166666667,-52.0833333333333,76.5625,FALSE
"473","10S",18.8692676249144,"Female","Faces","Faces_195_v",41,"Neutral",66.6666666666667,-29.6875,100,TRUE
"474","10S",18.8692676249144,"Female","People","People_246_h",42,"Negative",72.3958333333333,-40.625,27.0833333333333,FALSE
"475","10S",18.8692676249144,"Female","People","People_222_h",43,"Negative",87.7604166666667,-78.6458333333333,76.5625,FALSE
"476","10S",18.8692676249144,"Female","People","People_097_h",44,"Neutral",75.2604166666667,-30.7291666666667,100,TRUE
"477","10S",18.8692676249144,"Female","People","People_102_h",45,"Neutral",22.9166666666667,52.6041666666667,70.0520833333333,FALSE
"478","10S",18.8692676249144,"Female","People","People_063_h",46,"Neutral",57.8125,57.2916666666667,80.9895833333333,TRUE
"479","10S",18.8692676249144,"Female","Faces","Faces_341_h",47,"Neutral",73.9583333333333,99.4791666666667,90.1041666666667,TRUE
"480","10S",18.8692676249144,"Female","People","People_104_h",48,"Neutral",39.0625,36.9791666666667,31.7708333333333,TRUE
"481","11S",21.3086926762491,"Female","People","People_238_h",1,"Negative",64.0922401171303,5.4904831625183,0.585651537335286,FALSE
"482","11S",21.3086926762491,"Female","Faces","Faces_341_h",2,"Neutral",5.71010248901903,36.6032210834553,0,FALSE
"483","11S",21.3086926762491,"Female","Faces","Faces_064_h",3,"Neutral",7.17423133235725,1.09809663250364,0,FALSE
"484","11S",21.3086926762491,"Female","Faces","Faces_371_v",4,"Negative",70.3147877013177,-71.7423133235725,0,FALSE
"485","11S",21.3086926762491,"Female","People","People_237_h",5,"Negative",44.8755490483163,-12.4450951683748,0,FALSE
"486","11S",21.3086926762491,"Female","Faces","Faces_170_h",6,"Negative",9.55344070278185,-6.58857979502194,0,FALSE
"487","11S",21.3086926762491,"Female","Faces","Faces_195_v",7,"Neutral",55.4904831625183,0,62.8111273792094,FALSE
"488","11S",21.3086926762491,"Female","People","People_148_h",8,"Neutral",0,2.92825768667643,27.1229868228404,FALSE
"489","11S",21.3086926762491,"Female","Faces","Faces_367_h",9,"Negative",88.4333821376281,-93.7042459736457,0,FALSE
"490","11S",21.3086926762491,"Female","Faces","Faces_251_v",10,"Neutral",12.1156661786237,-18.6676427525622,0,FALSE
"491","11S",21.3086926762491,"Female","People","People_227_h",11,"Negative",73.6090775988287,-25.2562225475842,0,FALSE
"492","11S",21.3086926762491,"Female","People","People_220_h",12,"Negative",79.099560761347,-98.0966325036603,0,TRUE
"493","11S",21.3086926762491,"Female","Faces","Faces_196_h",13,"Neutral",14.8609077598829,0.366032210834533,0,FALSE
"494","11S",21.3086926762491,"Female","Faces","Faces_362_v",14,"Negative",56.4055636896047,-100,0,TRUE
"495","11S",21.3086926762491,"Female","People","People_114_h",15,"Neutral",48.9019033674963,-78.696925329429,50,FALSE
"496","11S",21.3086926762491,"Female","Faces","Faces_319_v",16,"Neutral",5.52708638360175,1.83016105417275,7.17423133235725,FALSE
"497","11S",21.3086926762491,"Female","People","People_208_h",17,"Negative",75.805270863836,-100,16.8740849194729,TRUE
"498","11S",21.3086926762491,"Female","Faces","Faces_293_h",18,"Negative",12.6647144948756,-50.8784773060029,2.23279648609077,FALSE
"499","11S",21.3086926762491,"Female","People","People_097_h",19,"Neutral",8.63836017569546,-6.22254758418741,11.7496339677892,FALSE
"500","11S",21.3086926762491,"Female","Faces","Faces_045_h",20,"Neutral",0.585651537335286,1.46412884333822,0.95168374816984,FALSE
"501","11S",21.3086926762491,"Female","People","People_149_h",21,"Neutral",4.97803806734992,-42.0937042459736,43.5944363103953,FALSE
"502","11S",21.3086926762491,"Female","Faces","Faces_010_h",22,"Negative",64.8243045387994,-95.5344070278185,0,FALSE
"503","11S",21.3086926762491,"Female","People","People_063_h",23,"Neutral",14.311859443631,1.09809663250364,73.4260614934114,TRUE
"504","11S",21.3086926762491,"Female","People","People_201_v",24,"Negative",55.1244509516837,-100,0,TRUE
"505","11S",21.3086926762491,"Female","People","People_184_h",25,"Neutral",33.3455344070278,17.9355783308931,52.3792093704246,TRUE
"506","11S",21.3086926762491,"Female","People","People_128_h",26,"Negative",61.5300146412885,-88.2137628111274,0.219619326500731,TRUE
"507","11S",21.3086926762491,"Female","Faces","Faces_343_h",27,"Neutral",27.489019033675,-2.56222547584186,62.6281112737921,FALSE
"508","11S",21.3086926762491,"Female","Faces","Faces_364_v",28,"Negative",80.3806734992679,-100,0,FALSE
"509","11S",21.3086926762491,"Female","People","People_038_h",29,"Negative",53.1112737920937,-87.8477306002928,0,FALSE
"510","11S",21.3086926762491,"Female","People","People_246_h",30,"Negative",26.207906295754,-64.787701317716,0,FALSE
"511","11S",21.3086926762491,"Female","People","People_158_h",31,"Neutral",1.13469985358712,-0.732064421669108,0,FALSE
"512","11S",21.3086926762491,"Female","Faces","Faces_016_h",32,"Negative",10.4685212298682,0,2.59882869692533,TRUE
"513","11S",21.3086926762491,"Female","Faces","Faces_315_h",33,"Neutral",18.887262079063,2.19619326500732,0,FALSE
"514","11S",21.3086926762491,"Female","People","People_056_h",34,"Neutral",4.97803806734992,-1.46412884333822,0.768667642752563,FALSE
"515","11S",21.3086926762491,"Female","People","People_226_h",35,"Negative",60.7979502196193,-100,0,TRUE
"516","11S",21.3086926762491,"Female","People","People_211_v",36,"Negative",55.8565153733529,-71.7423133235725,0,FALSE
"517","11S",21.3086926762491,"Female","People","People_163_v",37,"Neutral",0,-1.83016105417275,60.7979502196193,TRUE
"518","11S",21.3086926762491,"Female","People","People_102_h",38,"Neutral",18.7042459736457,48.6822840409956,47.8038067349927,FALSE
"519","11S",21.3086926762491,"Female","People","People_104_h",39,"Neutral",6.62518301610542,2.56222547584186,5.52708638360175,FALSE
"520","11S",21.3086926762491,"Female","Faces","Faces_149_v",40,"Negative",55.1244509516837,-100,0,TRUE
"521","11S",21.3086926762491,"Female","Faces","Faces_207_h",41,"Neutral",0.219619326500731,20.1317715959004,8.82137628111274,FALSE
"522","11S",21.3086926762491,"Female","Faces","Faces_172_h",42,"Negative",25.1098096632504,-100,0,FALSE
"523","11S",21.3086926762491,"Female","Faces","Faces_365_v",43,"Negative",78.0014641288433,-99.194729136164,0,TRUE
"524","11S",21.3086926762491,"Female","People","People_138_h",44,"Neutral",0,1.09809663250364,0,TRUE
"525","11S",21.3086926762491,"Female","Faces","Faces_057_h",45,"Neutral",2.7818448023426,2.92825768667643,0,TRUE
"526","11S",21.3086926762491,"Female","Faces","Faces_224_h",46,"Neutral",0,55.2708638360176,50,TRUE
"527","11S",21.3086926762491,"Female","People","People_222_h",47,"Negative",100,-100,0,TRUE
"528","11S",21.3086926762491,"Female","Faces","Faces_366_h",48,"Negative",99.4143484626647,-96.6325036603221,0.0366032210834533,FALSE
"529","12S",20.9062286105407,"Female","Faces","Faces_207_h",1,"Neutral",66.1458333333333,28.6458333333333,66.40625,FALSE
"530","12S",20.9062286105407,"Female","People","People_246_h",2,"Negative",58.8541666666667,-26.0416666666667,9.11458333333334,FALSE
"531","12S",20.9062286105407,"Female","People","People_238_h",3,"Negative",84.375,-100,67.1875,TRUE
"532","12S",20.9062286105407,"Female","People","People_097_h",4,"Neutral",27.6041666666667,6.77083333333334,18.4895833333333,FALSE
"533","12S",20.9062286105407,"Female","People","People_149_h",5,"Neutral",37.7604166666667,-42.1875,27.34375,FALSE
"534","12S",20.9062286105407,"Female","People","People_163_v",6,"Neutral",28.125,2.60416666666666,29.4270833333333,TRUE
"535","12S",20.9062286105407,"Female","Faces","Faces_064_h",7,"Neutral",48.9583333333333,-1.5625,31.5104166666667,FALSE
"536","12S",20.9062286105407,"Female","Faces","Faces_362_v",8,"Negative",68.2291666666667,-59.375,0,FALSE
"537","12S",20.9062286105407,"Female","Faces","Faces_172_h",9,"Negative",74.7395833333333,-78.6458333333333,25.78125,FALSE
"538","12S",20.9062286105407,"Female","People","People_184_h",10,"Neutral",60.6770833333333,44.7916666666667,79.4270833333333,TRUE
"539","12S",20.9062286105407,"Female","People","People_114_h",11,"Neutral",50.78125,1.04166666666666,55.46875,FALSE
"540","12S",20.9062286105407,"Female","Faces","Faces_364_v",12,"Negative",96.09375,-84.8958333333333,17.1875,TRUE
"541","12S",20.9062286105407,"Female","Faces","Faces_365_v",13,"Negative",53.3854166666667,-50.5208333333333,12.2395833333333,FALSE
"542","12S",20.9062286105407,"Female","Faces","Faces_149_v",14,"Negative",36.4583333333333,-20.8333333333333,17.4479166666667,FALSE
"543","12S",20.9062286105407,"Female","People","People_104_h",15,"Neutral",48.1770833333333,-2.60416666666666,17.96875,TRUE
"544","12S",20.9062286105407,"Female","People","People_201_v",16,"Negative",71.875,-82.8125,72.65625,FALSE
"545","12S",20.9062286105407,"Female","Faces","Faces_224_h",17,"Neutral",50,0,58.0729166666667,FALSE
"546","12S",20.9062286105407,"Female","People","People_158_h",18,"Neutral",54.6875,48.4375,72.1354166666667,TRUE
"547","12S",20.9062286105407,"Female","People","People_038_h",19,"Negative",67.4479166666667,-54.6875,66.9270833333333,FALSE
"548","12S",20.9062286105407,"Female","People","People_237_h",20,"Negative",100,-100,0,TRUE
"549","12S",20.9062286105407,"Female","People","People_208_h",21,"Negative",92.7083333333333,-86.4583333333333,21.875,FALSE
"550","12S",20.9062286105407,"Female","Faces","Faces_343_h",22,"Neutral",0,4.6875,27.8645833333333,TRUE
"551","12S",20.9062286105407,"Female","Faces","Faces_366_h",23,"Negative",70.5729166666667,-46.3541666666667,3.90625,TRUE
"552","12S",20.9062286105407,"Female","Faces","Faces_251_v",24,"Neutral",38.8020833333333,26.0416666666667,29.4270833333333,FALSE
"553","12S",20.9062286105407,"Female","People","People_102_h",25,"Neutral",33.59375,2.08333333333334,27.8645833333333,FALSE
"554","12S",20.9062286105407,"Female","Faces","Faces_010_h",26,"Negative",65.3645833333333,-34.375,61.9791666666667,FALSE
"555","12S",20.9062286105407,"Female","People","People_222_h",27,"Negative",75,-62.5,14.5833333333333,TRUE
"556","12S",20.9062286105407,"Female","Faces","Faces_016_h",28,"Negative",51.3020833333333,2.60416666666666,11.1979166666667,TRUE
"557","12S",20.9062286105407,"Female","Faces","Faces_315_h",29,"Neutral",58.3333333333333,24.4791666666667,75.78125,FALSE
"558","12S",20.9062286105407,"Female","People","People_211_v",30,"Negative",56.25,-24.4791666666667,11.71875,FALSE
"559","12S",20.9062286105407,"Female","People","People_138_h",31,"Neutral",86.71875,-75.5208333333333,87.7604166666667,TRUE
"560","12S",20.9062286105407,"Female","Faces","Faces_170_h",32,"Negative",59.1145833333333,-34.375,64.5833333333333,FALSE
"561","12S",20.9062286105407,"Female","Faces","Faces_195_v",33,"Neutral",21.875,1.04166666666666,25,FALSE
"562","12S",20.9062286105407,"Female","People","People_227_h",34,"Negative",57.8125,-31.7708333333333,74.4791666666667,FALSE
"563","12S",20.9062286105407,"Female","People","People_056_h",35,"Neutral",1.82291666666666,0,4.42708333333334,FALSE
"564","12S",20.9062286105407,"Female","Faces","Faces_196_h",36,"Neutral",16.40625,2.08333333333334,9.89583333333334,FALSE
"565","12S",20.9062286105407,"Female","Faces","Faces_293_h",37,"Negative",56.5104166666667,-80.7291666666667,25.5208333333333,FALSE
"566","12S",20.9062286105407,"Female","Faces","Faces_367_h",38,"Negative",70.8333333333333,-65.1041666666667,4.16666666666666,FALSE
"567","12S",20.9062286105407,"Female","People","People_226_h",39,"Negative",78.3854166666667,-60.4166666666667,24.4791666666667,TRUE
"568","12S",20.9062286105407,"Female","People","People_148_h",40,"Neutral",66.9270833333333,71.875,88.0208333333333,FALSE
"569","12S",20.9062286105407,"Female","Faces","Faces_319_v",41,"Neutral",0,1.04166666666666,58.3333333333333,TRUE
"570","12S",20.9062286105407,"Female","Faces","Faces_341_h",42,"Neutral",22.1354166666667,0,10.9375,FALSE
"571","12S",20.9062286105407,"Female","Faces","Faces_045_h",43,"Neutral",48.9583333333333,0,22.65625,FALSE
"572","12S",20.9062286105407,"Female","People","People_128_h",44,"Negative",77.34375,-61.9791666666667,88.0208333333333,TRUE
"573","12S",20.9062286105407,"Female","Faces","Faces_371_v",45,"Negative",74.4791666666667,-75,19.0104166666667,TRUE
"574","12S",20.9062286105407,"Female","People","People_220_h",46,"Negative",66.6666666666667,-61.9791666666667,11.71875,TRUE
"575","12S",20.9062286105407,"Female","People","People_063_h",47,"Neutral",10.15625,0.520833333333343,58.0729166666667,FALSE
"576","12S",20.9062286105407,"Female","Faces","Faces_057_h",48,"Neutral",15.1041666666667,1.04166666666666,17.4479166666667,FALSE
"577","13S",18.3162217659138,"Female","Faces","Faces_365_v",1,"Negative",82.03125,-88.5416666666667,6.51041666666666,FALSE
"578","13S",18.3162217659138,"Female","People","People_149_h",2,"Neutral",12.7604166666667,68.2291666666667,82.5520833333333,FALSE
"579","13S",18.3162217659138,"Female","People","People_163_v",3,"Neutral",11.9791666666667,42.7083333333333,93.2291666666667,FALSE
"580","13S",18.3162217659138,"Female","Faces","Faces_366_h",4,"Negative",65.1041666666667,-50,34.6354166666667,FALSE
"581","13S",18.3162217659138,"Female","Faces","Faces_343_h",5,"Neutral",17.1875,63.5416666666667,72.3958333333333,FALSE
"582","13S",18.3162217659138,"Female","Faces","Faces_057_h",6,"Neutral",9.11458333333334,50.5208333333333,70.0520833333333,FALSE
"583","13S",18.3162217659138,"Female","Faces","Faces_172_h",7,"Negative",76.0416666666667,-91.1458333333333,91.1458333333333,FALSE
"584","13S",18.3162217659138,"Female","Faces","Faces_364_v",8,"Negative",83.0729166666667,-100,8.07291666666666,FALSE
"585","13S",18.3162217659138,"Female","Faces","Faces_045_h",9,"Neutral",51.0416666666667,-49.4791666666667,100,FALSE
"586","13S",18.3162217659138,"Female","Faces","Faces_362_v",10,"Negative",31.7708333333333,-38.5416666666667,77.0833333333333,TRUE
"587","13S",18.3162217659138,"Female","People","People_226_h",11,"Negative",76.3020833333333,-62.5,94.53125,TRUE
"588","13S",18.3162217659138,"Female","Faces","Faces_367_h",12,"Negative",57.8125,-67.7083333333333,11.71875,TRUE
"589","13S",18.3162217659138,"Female","People","People_128_h",13,"Negative",72.3958333333333,-60.4166666666667,0,FALSE
"590","13S",18.3162217659138,"Female","Faces","Faces_293_h",14,"Negative",10.6770833333333,2.60416666666666,0,FALSE
"591","13S",18.3162217659138,"Female","Faces","Faces_224_h",15,"Neutral",0,0,0,FALSE
"592","13S",18.3162217659138,"Female","Faces","Faces_315_h",16,"Neutral",1.82291666666666,0.520833333333343,0,FALSE
"593","13S",18.3162217659138,"Female","Faces","Faces_149_v",17,"Negative",71.3541666666667,-59.8958333333333,1.5625,TRUE
"594","13S",18.3162217659138,"Female","Faces","Faces_196_h",18,"Neutral",2.60416666666666,25.5208333333333,1.5625,FALSE
"595","13S",18.3162217659138,"Female","People","People_208_h",19,"Negative",56.25,-17.7083333333333,9.375,FALSE
"596","13S",18.3162217659138,"Female","People","People_056_h",20,"Neutral",4.94791666666666,0,78.3854166666667,FALSE
"597","13S",18.3162217659138,"Female","People","People_184_h",21,"Neutral",19.7916666666667,41.6666666666667,72.9166666666667,FALSE
"598","13S",18.3162217659138,"Female","People","People_158_h",22,"Neutral",59.8958333333333,2.08333333333334,85.4166666666667,TRUE
"599","13S",18.3162217659138,"Female","People","People_097_h",23,"Neutral",70.0520833333333,2.08333333333334,82.5520833333333,TRUE
"600","13S",18.3162217659138,"Female","Faces","Faces_319_v",24,"Neutral",66.1458333333333,55.2083333333333,100,TRUE
"601","13S",18.3162217659138,"Female","People","People_201_v",25,"Negative",69.53125,-70.8333333333333,11.1979166666667,FALSE
"602","13S",18.3162217659138,"Female","Faces","Faces_170_h",26,"Negative",62.7604166666667,-63.5416666666667,10.15625,FALSE
"603","13S",18.3162217659138,"Female","People","People_222_h",27,"Negative",48.9583333333333,-58.3333333333333,2.86458333333334,FALSE
"604","13S",18.3162217659138,"Female","Faces","Faces_251_v",28,"Neutral",60.9375,22.3958333333333,2.34375,TRUE
"605","13S",18.3162217659138,"Female","People","People_102_h",29,"Neutral",72.65625,94.7916666666667,100,FALSE
"606","13S",18.3162217659138,"Female","People","People_104_h",30,"Neutral",69.53125,56.7708333333333,75.5208333333333,FALSE
"607","13S",18.3162217659138,"Female","Faces","Faces_064_h",31,"Neutral",69.7916666666667,62.5,96.3541666666667,FALSE
"608","13S",18.3162217659138,"Female","People","People_148_h",32,"Neutral",73.6979166666667,-58.8541666666667,92.7083333333333,FALSE
"609","13S",18.3162217659138,"Female","People","People_246_h",33,"Negative",76.0416666666667,-84.375,2.34375,FALSE
"610","13S",18.3162217659138,"Female","People","People_038_h",34,"Negative",76.0416666666667,-62.5,78.90625,TRUE
"611","13S",18.3162217659138,"Female","Faces","Faces_207_h",35,"Neutral",67.7083333333333,-33.8541666666667,79.1666666666667,TRUE
"612","13S",18.3162217659138,"Female","People","People_138_h",36,"Neutral",0,-0.520833333333343,0,FALSE
"613","13S",18.3162217659138,"Female","Faces","Faces_341_h",37,"Neutral",8.07291666666666,33.3333333333333,77.6041666666667,FALSE
"614","13S",18.3162217659138,"Female","People","People_238_h",38,"Negative",85.15625,-79.1666666666667,1.04166666666666,FALSE
"615","13S",18.3162217659138,"Female","People","People_237_h",39,"Negative",6.77083333333334,-47.9166666666667,64.3229166666667,FALSE
"616","13S",18.3162217659138,"Female","People","People_211_v",40,"Negative",71.6145833333333,-83.3333333333333,0,TRUE
"617","13S",18.3162217659138,"Female","Faces","Faces_371_v",41,"Negative",97.3958333333333,-83.8541666666667,2.86458333333334,TRUE
"618","13S",18.3162217659138,"Female","Faces","Faces_016_h",42,"Negative",66.1458333333333,-35.4166666666667,0.78125,TRUE
"619","13S",18.3162217659138,"Female","People","People_114_h",43,"Neutral",81.7708333333333,100,99.7395833333333,TRUE
"620","13S",18.3162217659138,"Female","People","People_227_h",44,"Negative",64.3229166666667,-75,84.6354166666667,TRUE
"621","13S",18.3162217659138,"Female","Faces","Faces_010_h",45,"Negative",71.875,-76.5625,75,TRUE
"622","13S",18.3162217659138,"Female","People","People_220_h",46,"Negative",92.4479166666667,-62.5,0,TRUE
"623","13S",18.3162217659138,"Female","People","People_063_h",47,"Neutral",75.2604166666667,78.125,87.5,FALSE
"624","13S",18.3162217659138,"Female","Faces","Faces_195_v",48,"Neutral",87.2395833333333,-53.125,99.7395833333333,TRUE
"625","14S",21.2046543463381,"Female","Faces","Faces_293_h",1,"Negative",8.63836017569546,0,51.6471449487555,FALSE
"626","14S",21.2046543463381,"Female","People","People_038_h",2,"Negative",60.7979502196193,-28.9165446559297,0,FALSE
"627","14S",21.2046543463381,"Female","People","People_163_v",3,"Neutral",19.6193265007321,-52.3426061493411,55.8565153733529,TRUE
"628","14S",21.2046543463381,"Female","Faces","Faces_196_h",4,"Neutral",37.5549048316252,21.5959004392387,56.588579795022,TRUE
"629","14S",21.2046543463381,"Female","Faces","Faces_364_v",5,"Negative",71.5959004392386,-82.3572474377745,1.31771595900439,TRUE
"630","14S",21.2046543463381,"Female","People","People_138_h",6,"Neutral",5.1610541727672,0.366032210834533,19.6193265007321,FALSE
"631","14S",21.2046543463381,"Female","People","People_114_h",7,"Neutral",0.402635431918008,-0.366032210834533,0,FALSE
"632","14S",21.2046543463381,"Female","People","People_184_h",8,"Neutral",0,1.83016105417275,0.402635431918008,FALSE
"633","14S",21.2046543463381,"Female","People","People_211_v",9,"Negative",61.7130307467057,-77.2327964860908,0,TRUE
"634","14S",21.2046543463381,"Female","Faces","Faces_341_h",10,"Neutral",62.2620790629575,63.6896046852123,0,FALSE
"635","14S",21.2046543463381,"Female","Faces","Faces_064_h",11,"Neutral",38.4699853587115,58.199121522694,0.402635431918008,TRUE
"636","14S",21.2046543463381,"Female","People","People_226_h",12,"Negative",76.5373352855051,-87.8477306002928,1.68374816983895,TRUE
"637","14S",21.2046543463381,"Female","People","People_238_h",13,"Negative",89.5314787701318,-100,0.219619326500731,TRUE
"638","14S",21.2046543463381,"Female","People","People_149_h",14,"Neutral",0,-1.46412884333822,0,FALSE
"639","14S",21.2046543463381,"Female","People","People_222_h",15,"Negative",69.3997071742313,-42.4597364568082,1.13469985358712,FALSE
"640","14S",21.2046543463381,"Female","People","People_208_h",16,"Negative",59.8828696925329,-64.4216691068814,0,FALSE
"641","14S",21.2046543463381,"Female","People","People_227_h",17,"Negative",61.5300146412885,-84.5534407027818,0.768667642752563,FALSE
"642","14S",21.2046543463381,"Female","People","People_063_h",18,"Neutral",28.2210834553441,49.0483162518302,2.41581259150805,FALSE
"643","14S",21.2046543463381,"Female","Faces","Faces_016_h",19,"Negative",50,-34.7730600292826,0,TRUE
"644","14S",21.2046543463381,"Female","Faces","Faces_367_h",20,"Negative",74.8901903367496,-77.9648609077599,0,FALSE
"645","14S",21.2046543463381,"Female","Faces","Faces_343_h",21,"Neutral",12.8477306002928,0,0.768667642752563,FALSE
"646","14S",21.2046543463381,"Female","People","People_158_h",22,"Neutral",17.4231332357247,20.8638360175696,0,TRUE
"647","14S",21.2046543463381,"Female","Faces","Faces_057_h",23,"Neutral",11.2005856515373,20.497803806735,0,FALSE
"648","14S",21.2046543463381,"Female","People","People_148_h",24,"Neutral",0.585651537335286,0.366032210834533,0.0366032210834533,TRUE
"649","14S",21.2046543463381,"Female","Faces","Faces_319_v",25,"Neutral",29.6852122986823,36.2371888726208,0,TRUE
"650","14S",21.2046543463381,"Female","People","People_056_h",26,"Neutral",24.5607613469985,-1.83016105417275,0,FALSE
"651","14S",21.2046543463381,"Female","Faces","Faces_365_v",27,"Negative",66.2884333821376,-54.5387994143485,0,TRUE
"652","14S",21.2046543463381,"Female","Faces","Faces_371_v",28,"Negative",84.9560761346998,-95.5344070278185,0,TRUE
"653","14S",21.2046543463381,"Female","People","People_201_v",29,"Negative",37.5549048316252,-40.99560761347,21.8155197657394,TRUE
"654","14S",21.2046543463381,"Female","Faces","Faces_362_v",30,"Negative",52.5622254758419,-32.5768667642753,0.585651537335286,FALSE
"655","14S",21.2046543463381,"Female","People","People_128_h",31,"Negative",46.1566617862372,-30.3806734992679,0,FALSE
"656","14S",21.2046543463381,"Female","Faces","Faces_149_v",32,"Negative",90.0805270863836,-81.6251830161054,0,FALSE
"657","14S",21.2046543463381,"Female","Faces","Faces_207_h",33,"Neutral",39.0190336749634,21.2298682284041,0,FALSE
"658","14S",21.2046543463381,"Female","Faces","Faces_366_h",34,"Negative",77.0863836017569,-56.0029282576867,0,FALSE
"659","14S",21.2046543463381,"Female","People","People_102_h",35,"Neutral",8.08931185944363,4.02635431918009,0,FALSE
"660","14S",21.2046543463381,"Female","People","People_237_h",36,"Negative",62.4450951683748,-61.1273792093704,0.0366032210834533,TRUE
"661","14S",21.2046543463381,"Female","People","People_220_h",37,"Negative",75.2562225475842,-61.1273792093704,0,FALSE
"662","14S",21.2046543463381,"Female","Faces","Faces_195_v",38,"Neutral",27.3060029282577,24.1581259150805,0,TRUE
"663","14S",21.2046543463381,"Female","Faces","Faces_315_h",39,"Neutral",50,-1.83016105417275,0,FALSE
"664","14S",21.2046543463381,"Female","People","People_104_h",40,"Neutral",0,1.46412884333822,0,FALSE
"665","14S",21.2046543463381,"Female","Faces","Faces_010_h",41,"Negative",61.3469985358712,-40.2635431918009,0.219619326500731,FALSE
"666","14S",21.2046543463381,"Female","People","People_097_h",42,"Neutral",34.9926793557833,4.02635431918009,0,FALSE
"667","14S",21.2046543463381,"Female","Faces","Faces_172_h",43,"Negative",0,-20.1317715959004,0,TRUE
"668","14S",21.2046543463381,"Female","Faces","Faces_045_h",44,"Neutral",19.4363103953148,1.09809663250364,0,TRUE
"669","14S",21.2046543463381,"Female","Faces","Faces_224_h",45,"Neutral",18.1551976573938,50.5124450951684,0,FALSE
"670","14S",21.2046543463381,"Female","Faces","Faces_170_h",46,"Negative",25.6588579795022,-30.7467057101025,0,TRUE
"671","14S",21.2046543463381,"Female","Faces","Faces_251_v",47,"Neutral",21.6325036603221,0,0,FALSE
"672","14S",21.2046543463381,"Female","People","People_246_h",48,"Negative",59.5168374816984,-72.8404099560761,0,FALSE
"673","15S",21.6262833675565,"Female","Faces","Faces_341_h",1,"Neutral",46.875,30.7291666666667,62.2395833333333,TRUE
"674","15S",21.6262833675565,"Female","People","People_246_h",2,"Negative",57.03125,-26.0416666666667,0,FALSE
"675","15S",21.6262833675565,"Female","People","People_158_h",3,"Neutral",17.1875,-2.60416666666666,18.2291666666667,TRUE
"676","15S",21.6262833675565,"Female","Faces","Faces_343_h",4,"Neutral",15.625,-2.60416666666666,13.28125,TRUE
"677","15S",21.6262833675565,"Female","Faces","Faces_371_v",5,"Negative",72.65625,-67.7083333333333,34.1145833333333,FALSE
"678","15S",21.6262833675565,"Female","Faces","Faces_064_h",6,"Neutral",49.21875,-1.5625,63.8020833333333,TRUE
"679","15S",21.6262833675565,"Female","People","People_104_h",7,"Neutral",49.7395833333333,2.08333333333334,56.7708333333333,FALSE
"680","15S",21.6262833675565,"Female","Faces","Faces_293_h",8,"Negative",26.0416666666667,3.125,23.1770833333333,FALSE
"681","15S",21.6262833675565,"Female","People","People_226_h",9,"Negative",69.53125,-71.3541666666667,16.1458333333333,TRUE
"682","15S",21.6262833675565,"Female","People","People_138_h",10,"Neutral",16.1458333333333,-1.04166666666666,16.9270833333333,FALSE
"683","15S",21.6262833675565,"Female","Faces","Faces_010_h",11,"Negative",64.84375,-33.8541666666667,59.8958333333333,FALSE
"684","15S",21.6262833675565,"Female","People","People_063_h",12,"Neutral",13.5416666666667,-1.5625,28.90625,FALSE
"685","15S",21.6262833675565,"Female","Faces","Faces_172_h",13,"Negative",61.4583333333333,2.08333333333334,23.6979166666667,FALSE
"686","15S",21.6262833675565,"Female","Faces","Faces_207_h",14,"Neutral",58.3333333333333,-35.9375,15.1041666666667,FALSE
"687","15S",21.6262833675565,"Female","People","People_114_h",15,"Neutral",14.3229166666667,-0.520833333333343,13.28125,FALSE
"688","15S",21.6262833675565,"Female","Faces","Faces_224_h",16,"Neutral",11.1979166666667,1.04166666666666,17.7083333333333,FALSE
"689","15S",21.6262833675565,"Female","People","People_184_h",17,"Neutral",28.90625,25,85.4166666666667,FALSE
"690","15S",21.6262833675565,"Female","People","People_128_h",18,"Negative",68.75,-50.5208333333333,72.1354166666667,TRUE
